"Story","Title","Result","Date","Stability","Duration (s)"
"Navegación exitosa a una página en DemoQA","Interacción exitosa con el módulo textbox","ERROR","2024-07-22T20:59:00.2096933-05:00[America/Bogota]","0.0","0.27"
"Navegación exitosa a una página en DemoQA","Interacción exitosa con el módulo checkbox","ERROR","2024-07-22T20:59:00.7753539-05:00[America/Bogota]","0.0","0.69"
