"Story","Title","Result","Date","Stability","Duration (s)"
"Navegación exitosa a una página en DemoQA","Interacción exitosa con el módulo textbox","SUCCESS","2024-07-23T06:35:46.0420676-05:00[America/Bogota]","0.0","42.5"
