"Story","Title","Result","Date","Stability","Duration (s)"
"Navegación exitosa a una página en DemoQA","Interacción exitosa con el módulo checkbox","ERROR","2024-07-23T07:36:51.7095809-05:00[America/Bogota]","0.0","50.21"
